Startup,Website,Round,SIREN,Money Raised Euros,Date,Description,City,Investor Names,Assigned Sectors
Ixcys,https://www.ixcys.com,Series A,514550839,2418122.69,2023-10-03,,Paris,"AUBE Management, Blackstone Credit, Credit Agricole Aquitaine Expansion, Région Sud Investissement",MarTech
Kayentis,https://kayentis.com,Series A,451664809,2203018.29,2023-03-28,,"Meylan, Rhone-Alpes, France, Europe","Bpifrance, Extens, LBO France","HealthTech, Web3"
Agenium,https://www.agenium.group/,Series A,841239817,2201929.97,2023-01-19,,Toulouse,"Axio Capital, Bpifrance, Caisse d'Epargne Ile-de-France, Galia Gestion","Cybersecurity, DefenseTech, SpaceTech & Aerospace"
Lucky Cart,http://www.luckycart.com/,Seed,527865430,2152729.12,2023-09-25,,Paris,The Moon Venture,"Artificial Intelligence, Mobility, E-commerce & Retail"
Saola,https://saolashoes.com,Seed,,2040927.57,2023-04-26,,"Annecy, Rhone-Alpes, France, Europe","Bpifrance, HPF, Jean-Marc Pambet",DeepTech
Abelio,https://abelio.io,Seed,841519747,2033943.09,2023-08-01,,"Aix-en-provence, Provence-Alpes-Cote d'Azur, France, Europe","CAPA, Sowefund","Artificial Intelligence, AgriTech"
Velco,https://velco.tech/en/,Seed,819556168,2028548.6,2023-12-19,,Nantes,,Mobility
Ouidrop,http://www.ouidrop.eu/,Seed,830867503,2026792.31,2023-07-07,,Bordeaux,"Better Angle, Spring Invest",Other
Geosophy,https://geosophy.io,Series A,843459884,2016419.07,2023-07-03,,Paris,"Finance & Technologie, INSEAD Business Angels Alumni France, Les Business Angels des Grandes Écoles, Noria Invest, UI Investissement","Energy, PropTech"
Squadeasy,https://www.squadeasy.com/,Series A,808330377,2010808.39,2023-07-04,,Paris,Blast. Club,Other
Koala,https://www.hikoala.co,Pre-Seed,,2002743.9,2023-03-28,,Paris,"Avonmore Developments, Business Angels, Chris Adelsbach, Insurtech Gateway, Playfair Capital, Slimmer AI, Sterling Oak Group, Uneti Ventures","InsurTech, TravelTech"
Lya Protect,https://www.lyaprotect.com,Seed,841460645,1993965.26,2023-09-04,,"Vaulx-en-velin, Rhone-Alpes, France, Europe",KREAXI,InsurTech
Inalve,http://www.inalve.com,Seed,819699893,1989165.74,2023-12-11,,Nice,"Angelor, Blue Forward fund, KREAXI","HealthTech, FoodTech"
Jay&Joy,https://www.jay-joy.com/,Series A,809890510,1986141.91,2023-06-09,,Paris,"Bertrand Altmayer, Cedric Meston, César Augier, Charles-César D'Amat, Guillaume Dubois, High Flyers Capital, Jack Habra, Jean-Baptiste Rudelle, Pierre-Emmanuel Bercegeay, Rémi Douchet",Other
Obvy,http://obvy-app.com,Seed,830703658,1980135.81,2023-02-18,,Bordeaux,"4Ventures, Cyril Marchi, Edouard Janssen, Mike Vandenhooft, Nicolas Debray, Quentin Adam",FinTech
Gens de Confiance,https://gensdeconfiance.com,Series B,814577649,1979185.14,2023-06-05,,Nantes,Isai,Other
WIND my ROOF,https://www.windmyroof.com/,Seed,840718225,1957687.55,2023-10-24,,"Vincennes, Ile-de-France, France, Europe","Antoine Fuentes, EIT InnoEnergy, Group IDEC INVEST, VINCI Energies","CleanTech, Energy"
F-Reg,http://www.f-reg.fr,Seed,802395798,1954673.87,2023-10-09,,"Biot, Provence-Alpes-Cote d'Azur, France, Europe",IXO Private Equity,Robotics
VeriQloud,https://veriqloud.com,Seed,829924638,1890429.6,2023-05-23,,Paris,"Quantonation, WinEquity",DeepTech
Madeinvote,https://madeinvote.com/,Seed,821466877,1889888.21,2023-12-06,,Bordeaux,"Cheuvreux, Credit Agricole Aquitaine Expansion, GSO Innovation",Other
Utocat,https://utocat.com/,Series B,807681424,1785740.95,2023-01-10,,Lille,"BNP Paribas, Bpifrance, CIC Ouest, Super Capital VC",Other
Loop Dee Science,https://www.loopdeescience.com,Seed,829489012,1761918.88,2023-10-24,,"Caen, Basse-Normandie, France, Europe","Crédit Agricole, GO CAPITAL, Normandie Business Angels, Normandie Participations",BioTech
DEPUR Experiences,https://www.depurexperiences.com,Pre-Seed,452626252,1748786.95,2023-07-20,,Paris,"Bouygues Immobilier, Bpifrance, Mercialys","Artificial Intelligence, FoodTech, Entertainment"
BiOceanOr,https://www.bioceanor.com/,Seed,834336570,1558139.32,2023-07-14,,"Valbonne, Provence-Alpes-Cote d'Azur, France, Europe","Caisse d’Epargne, IFREMER, Inventures SA, Région Sud Investissement, The Yield Lab Europe",Other
Flovea,https://www.flovea.fr/en/,Pre-Seed,539636092,1528769.4,2023-04-27,,"Saint-paul-lès-dax, Aquitaine, France, Europe","AQUITI Gestion, Expanso Capital",Other
Label Emmaüs,https://www.label-emmaus.co/,Series A,821489002,1513942.17,2023-04-17,,"Noisy-le-sec, Ile-de-France, France, Europe","Banque des Territoires, France Active, INCO Ventures, Mirova",E-commerce & Retail
Aladom,http://www.aladom.fr,Seed,503436107,1512314.3,2023-07-03,,Rennes,Breizh Invest Pme,Other
Freedge Beauty,https://www.freedgebeauty.com,Seed,824648836,1486036.59,2023-03-13,,"Saint-beauzire, Auvergne, France, Europe","Auvergne Business Angels, Crédit Agricole, FM Invest","Mobility, E-commerce & Retail"
abCSR,https://www.abcsr-performance.com,Seed,452626252,1480247.6,2023-09-19,,Paris,"Axens, Fiteco",FinTech
E-Recycle,https://fr.e-recycle.com/fr/recyclage,Seed,823251798,1477802.11,2023-09-22,,Lyon,"Demeter, Siparex Groupe",Other
BioMAdvanced Diagnostics,https://www.biomadvanced-diagnostics.com/,Seed,898704457,1454263.67,2023-07-14,,Nantes,"Bpifrance, Pays de la Loire Participations, Sodero Gestion",MedTech
Eye2Scan,http://www.eye2scan.com,Seed,797979101,1390843.5,2023-09-12,,"Levallois-perret, Ile-de-France, France, Europe",,"Artificial Intelligence, FinTech"
Wiink,https://www.wewiink.com/,Seed,899405898,1322735.59,2023-02-22,,Nantes,"1er Etage, Business Angels, Epopée Gestion, Pays de la Loire Participations",SpaceTech & Aerospace
Mipise,https://www.mipise.com/fr,Seed,791653850,1307025.13,2023-07-04,,Paris,"Mandalore Partners, THEOS Family Office, Vatel Capital",Other
Oghji,http://www.oghji.com,Seed,841719545,1292616.41,2023-06-12,,Nice,,Energy
Eniblock,https://www.eniblock.com/,Seed,847672250,1189089.06,2023-05-25,,Paris,Atlas Capital Markets,"Artificial Intelligence, BioTech, Energy, Web3"
DMCC,https://www.dmcc-france.fr/,Pre-Seed,503436107,1176676.83,2023-03-16,,"Nancy, Lorraine, France, Europe","Business Angels Marne Ardennes, GROUPE ILP, YEAST","HealthTech, MedTech"
Anotherway,https://www.another-way.com,Seed,488423518,1174477.09,2023-10-06,,Marseille,"A Plus Finance, Banque Populaire Méditerranée",HealthTech
Oghji,http://www.oghji.com,Seed,841719545,1160699.37,2023-10-03,,Nice,"Fabelsi, SideAngels",Energy
Pulpe de Vie,https://www.pulpedevie.com/,Seed,519105019,1108175.35,2023-03-30,,Marseille,"A Plus Finance, Banque Populaire Méditerranée, Crédit Agricole Alpes Provence, Région Sud Investissement, Smalt Capital",Other
ShowYou,https://show-you.fr/,Seed,824446330,1038759.24,2023-07-14,,Lyon,"Credit Agricole CIB, HAND PARTNERS, Holnest, KREAXI",PropTech
NoWW,https://noww.fr/,Series A,852923739,1019179.6,2023-04-27,,Paris,Angelor,"Artificial Intelligence, FoodTech, E-commerce & Retail"
Getkey,https://www.getkey.fr/,Seed,,1018673.32,2023-12-22,,"Plouzané, Bretagne, France, Europe",Bpifrance Digital Venture,Other
Nauticoncept,https://www.nauticoncept.com,Series A,819500331,1016260.16,2023-05-19,,"Mâcon, Bourgogne, France, Europe",UI Investments,Other
Kobi,https://www.kobisport.eu,Seed,842353328,1007307.83,2023-04-05,,Lille,Teampact ventures,FinTech
Alto,https://www.usealto.com/,Pre-Seed,917431942,1001732.26,2023-03-29,,"Colombes, Ile-de-France, France, Europe","Business Angels, Contribution",Artificial Intelligence
Vitisoft,http://www.vitisoft.fr/,Seed,798992970,997002.96,2023-01-17,,"Chambray-lès-tours, Centre, France, Europe",Loire-Centre Capital,AgriTech
GoSense,http://www.gosense.com,Seed,809194574,981482.82,2023-10-11,,Lyon,"Lita.co, Ophtabus, Phitrust Asia",Artificial Intelligence
D-ICE Engineering,https://dice-engineering.com/,Seed,809273329,755735.4,2023-04-03,,Nantes,"Atlantique Vendée Innovation, Pays de la Loire Participations, Pays de la Loire region","Energy, DeepTech"
Cambox,https://www.camboxvision.com,Series A,828252759,731293.42,2023-11-07,,"Clisson, Pays de la Loire, France, Europe","Ayomi, Pierre-Antoine Pluvinage",Other
factoryz,https://factoryz.fr,Pre-Seed,898540505,727131.37,2023-07-14,,"Angers, Pays de la Loire, France, Europe",Pays de la Loire Participations,Other
Naali,https://naali.fr/,Seed,888655727,719967.66,2023-07-21,,Lyon,Holnest,FoodTech
Datacook,https://www.datacook.io,Seed,,597202.51,2023-12-08,,Paris,"NEO FOUNDERS, SIDE Capital",MarTech
UVL,https://uvl.fr/,Seed,,541489.28,2023-03-10,,Paris,"Bpifrance, Première Heure",Web3
Green Spot Technologies,http://greenspot-tech.com,Seed,842237786,500646.71,2023-05-17,,"Ramonville-saint-agne, Midi-Pyrenees, France, Europe",EIT Food,"Artificial Intelligence, CleanTech, FoodTech"
Native Spaces,https://www.native-spaces.com/,Seed,,448255.73,2023-06-08,,Nice,"MFG Invest, Vitosha Venture Partners","E-commerce & Retail, SpaceTech & Aerospace"
igonogo,https://igonogo.io/,Seed,902809078,349369.92,2023-04-02,,Grenoble,Business Angels,Other
Gandee,https://www.gandee.com,Pre-Seed,833487036,317902.81,2023-06-19,,Paris,"FM Invest, French Flair",Other
Bepolar,https://www.bepolar.fr,Pre-Seed,822994901,201708.24,2023-06-30,,"Saint-cloud, Ile-de-France, France, Europe","JD2 Inc, Perfecto Groupe, Sigma Trust",Other
AbbeLight,https://www.abbelight.com,Pre-Seed,819252701,,2023-04-18,,Paris,"European Innovation Council, ODYSSEE VENTURE","BioTech, MedTech, DeepTech"
Etix,http://www.etixeverywhere.com/,Growth Equity,809711856,30000000,2023-03-18,,Saint-Herblain,Eurazeo,Other
Catlante Catamarans,https://www.catlante-catamarans.com,Growth Equity,451543730,,2023-10-10,,"Boulogne-billancourt, Ile-de-France, France, Europe","Bpifrance, Montefiore Investment",TravelTech
Kickmaker,https://www.kickmaker.fr,Pre-Seed,819999293,,2023-02-15,,Paris,"Bpifrance, Generis Capital Partners, MML Capital Partners",Other
Lanteas,https://lanteas.com/,Growth Equity,802750331,,2023-12-22,,"Chatou, Ile-de-France, France, Europe","Région Sud Investissement, Sopromec Participations",Other
Lazeo,http://www.lazeo-paris.fr/,,517861514,,2023-07-06,,Paris,Blackstone Tactical Opportunities,"Artificial Intelligence, Mobility"
NEoT,https://www.neotcapital.com/en/,,821239670,,2023-11-07,,Paris,"EDF Pulse Croissance, Forsee Power, Mitsui & Co","Energy, Mobility"
Old Skull Games,https://oldskullgames.com/,,753486877,,2023-12-13,,"Villeurbanne, Rhone-Alpes, France, Europe",Game Seer Venture Partners,Gaming
Orion Énergies,https://orionenergies.com/,Pre-Seed,882934730,,2023-05-10,,Paris,Weinberg Capital Partners,"Artificial Intelligence, CleanTech, Energy"
Panaxium,https://panaxium.com,Pre-Seed,822070579,,2023-04-10,,"Aix-en-provence, Provence-Alpes-Cote d'Azur, France, Europe",Ontario Brain Institute,MedTech
Parthena Consultant,https://www.parthena.com/,Pre-Seed,,,2023-12-11,,"Boulogne-billancourt, Ile-de-France, France, Europe","Epopée Gestion, I-Deal Development",Other
Promus,https://www.promus.fr,Pre-Seed,829771658,,2023-01-01,,"Perrignier, Rhone-Alpes, France, Europe",XAnge,Other
Respire,https://www.respire.co,Pre-Seed,884721341,,2023-09-04,,Paris,"Bpifrance, Kostogri, Raise Ventures","Artificial Intelligence, E-commerce & Retail"
Shippeo,http://www.shippeo.com,Growth Equity,801689415,,2023-01-13,,Paris,ORLEN VC,Mobility
SILEANE,https://www.sileane.com/,Series A,442004461,,2023-01-20,,"Saint Etienne, Rhone-Alpes, France, Europe","European Innovation Council, Garibaldi Participations, Siparex Groupe",Robotics
Starway,https://www.starway.fr/,Pre-Seed,489491621,,2023-06-13,,"Tours, Centre, France, Europe","Bpifrance, Loire-Centre Capital, Ouest Croissance","Artificial Intelligence, Energy, MarTech"
TavroxGames,https://tavroxgames.com/,Seed,879165314,,2023-12-04,,Toulouse,Game Seer Venture Partners,Gaming
Testamento,https://testamento.io,Series B,795229491,,2023-03-30,,Paris,Macif Innovation,FinTech
UpSlide,https://www.upslide.net/,Seed,791925753,,2023-09-20,,Paris,Partech,Other
Yseop,https://yseop.com,Series A,433429065,,2023-12-05,,Paris,"Eli Lilly, NextStage AM, Novartis, Wille Finance",BioTech
