Organization Name,Organization Location,Funding Type,Money Raised,Money Raised Currency,Announced Date,Organization Website,Description,Investor Names,Sectors,SIREN
Hoopcare,"Paris, Ile-de-France, France, Europe",Seed,1800000,EUR,2022-05-05,https://www.hoopcare.com,HoopCare offers a spectrum of preoperative services to prepare patients for surgery.,"MACSF, Newfund","Health Care, Medical Device, SaaS",
Qori,"Paris, Ile-de-France, France, Europe",Seed,1800000,EUR,2022-04-15,http://www.qori.me/,Qori is a pioneer mobile payment solution allowing brick and mortattr merchants to cost-effectively accept bank and crypto payments.,"Firestartr, Golden Record Ventures, Guillaume Princen, Hottinger Group, Systema, T0 Ventures","Cryptocurrency, Financial Services, Payments, Retail, Service Industry",
Everimpact,"Paris, Ile-de-France, France, Europe",Seed,1711000,EUR,2022-12-14,https://www.everimpact.com,"Carbon Tracking system for Cities, Ships, Ports, and industrial sites","ADB Ventures, Blue Star Group, Climate-KIC, EIT Urban Mobility, Grow, IMC Ventures, MOL PLUS, Motion Ventures, Rainmaking, Transport Capital, Wilhelmsen Marine Fuels (WMF)","Environmental Consulting, Internet",
BioMAdvanced Diagnostics,"Nantes, Pays de la Loire, France, Europe",Seed,1700000,EUR,2022-09-27,https://www.biomadvanced-diagnostics.com/,BioMAdvanced Diagnostics is a developer of molecular diagnostic and biomarker tests.,"Atlantique Vendée Innovation, Bpifrance, Pays de la Loire Participations, Sodero Gestion","Medical, Medical Device",
SPART,"Paris, Ile-de-France, France, Europe",Seed,1700000,EUR,2022-07-05,https://en.spart.life/,"SPART offers tailor-made programs to improve the physical health, mental well-being, and cohesion of teams.",Bpifrance,"Health Care, Personal Health, Wellness",
SCOP3,"Montpellier, Languedoc-Roussillon, France, Europe",Seed,1700000,EUR,2022-03-24,https://www.scop3.com/,SCOP3 is a platform that gives new life to professional equipment.,"Groupe NICOLLIN, IRDI SORIDEC Gestion, NGB Invest","Environmental Consulting, Recycling, Waste Management",
Sitowie,"Paris, Ile-de-France, France, Europe",Seed,1700000,EUR,2022-03-14,https://sitowie.fr/,Sitowie develops SaaS technology and tools to understand the degradation of buildings.,"Femmes Business Angels, Karista, Paris Business Angels, Unico Partners, WinEquity","Information Technology, SaaS, Software",
Figures,"Paris, Ile-de-France, France, Europe",Seed,1700000,EUR,2022-01-19,https://figures.hr,"Figures provides real time compensation intelligence to companies, with the most extensive benchmark for European venture-backed companies.","Bpifrance, Kima Ventures, Patrick Amiel, Seedcamp","Human Resources, Information Technology, Software",
Elmut,"Paris, Ile-de-France, France, Europe",Seed,1700000,EUR,2022-01-04,https://www.elmut.fr,Elmut is a fresh dogfood subscription that cooks and delivers fresh home-cooked meals for their dog.,,"Agriculture, Delivery, E-Commerce, Food and Beverage, Health Care",
FidéCoin by FideClub,"Paris, Ile-de-France, France, Europe",Seed,1690000,EUR,2022-12-31,https://fidecoin.com/,FidéCoin is the first currency of loyalty on WhatsApp,RAMACORP Int,"Digital Marketing, FinTech, Internet, Loyalty Programs, Marketing, Payments",
Koolboks,"Rosny-sous-bois, Ile-de-France, France, Europe",Seed,1650000,USD,2022-01-28,https://www.koolboks.com,"Koolboks is a machinery manufacturing and selling company that provides solar-powered freezers, and ice makers for continuous refrigeration.","Acumen, Aruwa Capital, PG Impact Investments","Battery, Energy Storage, Renewable Energy",
Fluctuo,"Paris, Ile-de-France, France, Europe",Seed,1650000,EUR,2022-01-19,https://fluctuo.com,"Fluctuo is the leader in mobility enablement, providing teams with exhaustive, accurate data to accelerate the growth of shared mobility.","574 Invest, Statkraft Ventures","Information Technology, SaaS, Software",
Kapp Retail,"Lyon, Rhone-Alpes, France, Europe",Pre-Seed,1600000,EUR,2022-03-17,https://kapp-retail.com,Kapp Retail is the digitalized matching platform for the project leaders and franchises to find their ideal brands.,,"Retail, Retail Technology",
DinMo,"Paris, Ile-de-France, France, Europe",Pre-Seed,1600000,EUR,2022-11-22,https://www.dinmo.io/,DinMo is a modern Customer Data Platform for non technical teams that can be live in minutes,"Amirhossein Malekzadeh, Financiere Saint James, Kima Ventures, Motier Ventures, Seedcamp, Stephane Levy","Information Technology, Product Design, Software",
getinside,"Toulouse, Midi-Pyrenees, France, Europe",Seed,1600000,EUR,2022-11-16,https://www.getinside.fr,Getinside is an e-commerce company that provides retail services for e-merchants.,"Daniel Broche, Founders Future, Franck Da Silva, Frederic Montagnon, Gilles Moncaubeig, Julien Romanetto","E-Commerce, Internet, Retail",
Kermap,"Cesson-sévigné, Bretagne, France, Europe",Seed,1600000,EUR,2022-11-03,https://kermap.com,"Kermap works in geographic information, analysis, and data visualization for land use planning and environmental protection.","Earthworm Foundation, Sodero Gestion","Analytics, Data Visualization, Information Technology, Software",
Hysope,"Bordeaux, Aquitaine, France, Europe",Seed,1600000,EUR,2022-09-30,https://www.hysope.co/,Hysope is a mixers for cocktails and other food and beverage services in the organic sector.,High Flyers Capital,"Food and Beverage, Nutrition, Organic",
Axomove,"Loos, Nord-Pas-de-Calais, France, Europe",Seed,1600000,EUR,2022-06-20,https://www.axomove.com,Axomove is an e-health app that specializes in video physical exercises.,"Faraday Venture Partners, Groupe JLO, Santélys","Fitness, Health Care, Wellness",
Intradys,"Brest, Bretagne, France, Europe",Seed,1600000,EUR,2022-06-17,http://intradys.com/,Intradys is a developer of medical software technology designed for interventional neuroradiology.,Bpifrance,"Augmented Reality, Health Care, Machine Learning, Medical",
Sensivic,"Orléans, Centre, France, Europe",Seed,1600000,EUR,2022-06-15,https://www.sensivic.com/en,Sensivic developed an audio detection system.,"Bpifrance, Capitole Angels, Itera Invest, Les Business Angels des Grandes Écoles, Myrtus Venture, Val De France Angels, WeLikeStartup","Cyber Security, Enterprise Software, Security",
Equisign,"Paris, Ile-de-France, France, Europe",Series A,1600000,EUR,2022-05-24,https://www.equisign.fr,Equisign is a software editor specialized in digital security.,Business Angel,"Cyber Security, Software",
Zelok,"Les Sables-d'olonne, Pays de la Loire, France, Europe",,1600000,EUR,2022-12-09,https://www.zelok.fr/,Zelok is a digital web platform for property rentals.,,"Online Portals, Property Management, Real Estate, Rental",
Collectif Énergie,"Nantes, Pays de la Loire, France, Europe",,1600000,EUR,2022-03-30,https://www.collectifenergie.com,Collectif Énergie is an energy management service provider which enables customers to buy and consume electricity and gas more efficiently.,Bpifrance,"Consulting, Energy, Energy Efficiency, Energy Management, Oil and Gas",
SENSE in,"Ploemeur, Bretagne, France, Europe",Seed,1550000,EUR,2022-05-09,https://sense-in.fr/,SENSE in develops and produces monitoring solutions.,"Crédit Agricole, GO CAPITAL, Innovation Fund, Société Financière Lorient Développementis","Information Technology, Manufacturing",
Giskard,"Paris, Ile-de-France, France, Europe",Pre-Seed,1500000,EUR,2022-12-15,https://giskard.ai,Prevent AI Failures: Automated Red Teaming platform for AI agents to prevent security vulnerabilities and ensure business alignment,"Bessemer Venture Partners, Charles Gorintin, Chris Schagen, Christine Balagué, Elaia, Julien Chaumond, Nathalie Gaveau, Nick Hernandez, Oscar Salazar, Shéhérazade Semsar- de Boisséson, Victor Coisne","Artificial Intelligence (AI), Developer Tools, Machine Learning, Software",
BioEsol,"Grenoble, Rhone-Alpes, France, Europe",Pre-Seed,1500000,USD,2022-11-30,https://www.bioesol.com,BioEsol provides AI-driven energy-storage systems and software that monitor and optimize electricity use for businesses.,Techstars,"Artificial Intelligence (AI), Battery, Energy Storage, Renewable Energy",
Digitiz.me,"Les Auvergnes, Rhone-Alpes, France, Europe",Pre-Seed,1500000,EUR,2022-10-21,https://www.digitiz.me/,Digitaliz.me is software for managing all digital media and providing applications for mobile phone services.,"Banque Populaire Group, Bpifrance Digital Venture, Caisse d’Epargne, KREAXI, TRAIL SOLUTIONS PATRIMOINE","Software, Web Development",
La Solive,"Paris-l'hopital, Bourgogne, France, Europe",Pre-Seed,1500000,EUR,2022-09-29,http://www.la-solive.com,La Solive provides practical and intensive training intended to teach a concrete profession of ecological transition.,"Boris Paillard, Francis Nappez, Laurent Morel, Thibaud Hug de Larauze, Thierry Petit","Consulting, Professional Networking, Training",
Caravel Pension,"Clichy, Ile-de-France, France, Europe",Pre-Seed,1500000,EUR,2022-06-08,https://www.getcaravel.fr,Caravel offers a simple and transparent pension plan for individuals.,"ANYTIME, Audacia, CapHorn Invest, Fruitz, MADE, Tomcat Capital","Financial Services, FinTech, GreenTech, Insurance, InsurTech",
Bleen,"Paris, Ile-de-France, France, Europe",Pre-Seed,1500000,EUR,2022-06-01,https://mybleen.com/,"Building a new outdoor home brand, starting with lawn care. It’s simple, easy to use, and personalized to your home.","Alexandre Yazdi, Alexis Bonillo, Antoine Martin, Aude du Colombier, Bertrand Picard, Jean-Philippe Darnault, Martin Balas","E-Commerce, Home and Garden",
Aletiq,"Paris, Ile-de-France, France, Europe",Pre-Seed,1500000,EUR,2022-04-15,https://www.aletiq.com,Aletiq is an online PLM software that offers technical data management solutions for industrial companies.,"Angel Invest, another.vc, BACS-Innov, Christian Dahlen, Christian Stiebner, Kima Ventures, Markus Ament, Stephane Albernhe","Consulting, Data Management, Information Technology, Software",
Unagi,"Paris, Ile-de-France, France, Europe",Pre-Seed,1500000,EUR,2022-04-01,https://www.unagi.games,Unagi builds Web3 games with blockchain assets and NFT-based sports experiences.,Mario Götze,"PC Games, Sports",
Dataïads,"Montreuil, Ile-de-France, France, Europe",Pre-Seed,1500000,EUR,2022-03-14,https://en.dataiads.io/,Dataïads solution increases the ROI of product advertisements by creating smarter landing pages.,"Jean Canzoneri, Nicolas Sterckx, Thierry Jadot, Thomas Pasquet","Advertising, Digital Marketing, Enterprise Software, Marketing, Social Media Advertising",
Tri’n’collect,"Nantes, Pays de la Loire, France, Europe",Seed,1500000,EUR,2022-12-01,https://www.tri-n-collect.fr/,"Tri'n'collect provides a customized service for sorting, collecting, and recycling building trash.",Banque des Territoires,"Business Development, Recycling, Service Industry",
Tri’n’collect,"Nantes, Pays de la Loire, France, Europe",Seed,1500000,EUR,2022-12-01,https://www.tri-n-collect.fr/,"Tri'n'collect provides a customized service for sorting, collecting, and recycling building trash.",Banque des Territoires,"Business Development, Recycling, Service Industry",
Popwork,"Paris, Ile-de-France, France, Europe",Seed,1500000,EUR,2022-11-29,https://pop.work/,"Popwork helps managers and their teams focus on what matters, share meaningful feedback and get the work done.",Evolem Start,"Human Resources, Productivity Tools, Software",
Emulseo,"Pessac, Aquitaine, France, Europe",Seed,1500000,EUR,2022-11-17,https://www.emulseo.com,Emulseo develops and produces formulations for droplet-based microfluidic applications.,"AQUITI Gestion, Finaqui","Biotechnology, Manufacturing, Pharmaceutical",
Matcha,"Paris, Ile-de-France, France, Europe",Seed,1500000,EUR,2022-11-11,https://www.matcha.wine/fr,Matcha uses SaaS software and Cloud services to improve its productivity and launch new services.,Karot Capital,"E-Commerce, Food and Beverage, SaaS, Wine And Spirits",
Stratosfair,"Lanester, Bretagne, France, Europe",Seed,1500000,EUR,2022-11-04,https://stratosfair.com/,Stratosfair is an innovative start-up that provides a concrete and local solution.,,Data Center,
LeGratin.io,"Paris, Ile-de-France, France, Europe",Seed,1500000,EUR,2022-10-24,https://www.legratin.io,LeGratin.io is a freelance platform that responds to tech and digital freelance projects.,,"Human Resources, Internet, Recruiting, Staffing Agency",
FlexLiving,"Paris, Ile-de-France, France, Europe",Seed,1500000,EUR,2022-10-20,https://flexliving.fr/,FlexLiving provides a part-time housing solution.,"Altur Investissement, Vincent Dubois",Real Estate,
Unico,"Paris, Ile-de-France, France, Europe",Seed,1500000,EUR,2022-10-18,https://www.unicofrance.com,Unico engages in promoting and optimizing waste collection in order to reduce waste production.,"Holnest, Melting Capital, Seed4Soft","CleanTech, Environmental Consulting, Waste Management",
Commune,"Paris, Ile-de-France, France, Europe",Seed,1500000,EUR,2022-09-26,https://commune.house/en/home/,Commune is a regular household and co-living solutions provider for single-parent families.,"Benjamin Abdi, Bpifrance, Celine Lazorthes, Celine Orjubin, Danielle Deruy, Florent Malbranche, Julien Dassault, Kelly Dassault, Mathilde Soubie, Olivier Bonnet, Sebastien Roca","Home Services, Real Estate, Rental",
Conformitee,"Lyon, Rhone-Alpes, France, Europe",Seed,1500000,EUR,2022-06-23,https://www.conformitee.fr,Conformitee offers pooling services for the banking regulatory file.,"Bpifrance, Crédit Agricole Centre-Est, Crédit Mutuel Arkéa","Compliance, Financial Services, Security",
mobee travel,"Lyon, Rhone-Alpes, France, Europe",Seed,1500000,EUR,2022-06-07,https://www.mobeetravel.com,Mobee Travel is the 1st holiday booking platform dedicated to people with special needs.,"Bpifrance, Thierry Petit","Leisure, Social Entrepreneurship, Tourism, Travel, Travel Agency",
New Tales,"Paris, Ile-de-France, France, Europe",Seed,1500000,EUR,2022-05-31,https://www.newtales.com,"New Tales develops and publishes games, focusing on original IPs and supporting partner studios.","Aglaé Ventures, Kima Ventures, Motier Ventures, Sisu Game Ventures","Gaming, Online Games, Video Games",
Tikker,"Paris, Ile-de-France, France, Europe",Seed,1500000,EUR,2022-05-28,https://tikker.ai,"Tikker is an intelligent, cloud-based voice negotiation platform solution, to aggregate, scale up and optimize execution workflows.",,,
Eden AI,"Lyon, Rhone-Alpes, France, Europe",Seed,1500000,EUR,2022-04-27,https://www.edenai.co,A unique API connected to the best AI engines and combined with a powerful management platform,"Benjamin Fabre, Georges Gomes, Jean-Baptiste Aviat, Julien Lemoine, Laurent Letourmy, Nicolas Dessaigne, Olivier Pomel, Sebastien Pahl, Thomas Grange","Artificial Intelligence (AI), Computer Vision, Developer APIs, Facial Recognition, Machine Learning, Software, Speech Recognition, Text Analytics, Translation Service",
